recid,location,event,eventType,xcoord,ycoord,dt,_date,_time
3250,300 BLOCK OF E CITY HALL AVENUE                                                                                                                                                                         ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12129562.77672770   ,3475655.83390847    ,2012-10-28 20:47:45.000,10/28/2012,2012-10-28 20:47:45.000
3251,49TH STREET & HAMPTON BOULEVARD                                                                                                                                                                         ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12125487.49999870   ,3490162.12501533    ,2012-10-28 20:49:49.000,10/28/2012,2012-10-28 20:49:49.000
3252,E CHARLOTTE STREET & RUFFNER STREET                                                                                                                                                                     ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12132991.00002030   ,3475855.25014611    ,2012-10-28 20:54:42.000,10/28/2012,2012-10-28 20:54:42.000
3258,MAYFLOWER ROAD & W 41ST STREET                                                                                                                                                                          ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12128087.99988910   ,3488224.24989237    ,2012-10-28 21:17:21.000,10/28/2012,2012-10-28 21:17:21.000
3259,MAYFLOWER ROAD & W 42ND STREET                                                                                                                                                                          ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12128109.99989270   ,3488529.24988604    ,2012-10-28 21:17:50.000,10/28/2012,2012-10-28 21:17:50.000
3260,38TH STREET & CAROLINA AVENUE                                                                                                                                                                           ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12130470.00008610   ,3487646.99985331    ,2012-10-28 21:58:22.000,10/28/2012,2012-10-28 21:58:22.000
3261,1400 BLOCK OF KEMPSVILLE ROAD                                                                                                                                                                           ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12153775.17267120   ,3485372.24086714    ,2012-10-28 22:02:56.000,10/28/2012,2012-10-28 22:02:56.000
3264,KEMPSVILLE ROAD & LOWERY ROAD                                                                                                                                                                           ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12154538.99992460   ,3483141.50013146    ,2012-10-28 22:11:02.000,10/28/2012,2012-10-28 22:11:02.000
3268,2200 BLOCK OF E OCEAN VIEW AVENUE                                                                                                                                                                       ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12151024.31132380   ,3508091.67656517    ,2012-10-28 23:29:31.000,10/28/2012,2012-10-28 23:29:31.000
3270,900 BLOCK OF BAGNALL ROAD                                                                                                                                                                               ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12133471.29603000   ,3478200.46488005    ,2012-10-29 00:14:44.000,10/29/2012,2012-10-29 00:14:44.000
3271,6700 BLOCK OF AZALEA GARDEN ROAD                                                                                                                                                                        ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12152671.49609610   ,3497460.41895214    ,2012-10-29 00:31:29.000,10/29/2012,2012-10-29 00:31:29.000
3274,1900 BLOCK OF E OCEAN VIEW AVENUE                                                                                                                                                                       ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12149006.31849340   ,3508905.65539099    ,2012-10-29 01:44:13.000,10/29/2012,2012-10-29 01:44:13.000
3277,1100 BLOCK OF MARSH STREET                                                                                                                                                                              ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12135231.44447060   ,3470165.85855639    ,2012-10-29 02:36:27.000,10/29/2012,2012-10-29 02:36:27.000
3280,3RD BAY STREET & PRETTY LAKE AVENUE                                                                                                                                                                     ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12150952.99995570   ,3507309.75004368    ,2012-10-29 03:01:01.000,10/29/2012,2012-10-29 03:01:01.000
3281,6200 BLOCK OF ALEXANDER STREET                                                                                                                                                                          ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12144818.11112250   ,3492498.53411759    ,2012-10-29 03:28:12.000,10/29/2012,2012-10-29 03:28:12.000
3283,7500 BLOCK OF TIDEWATER DRIVE                                                                                                                                                                           ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12139171.61040260   ,3499663.61800702    ,2012-10-29 04:49:03.000,10/29/2012,2012-10-29 04:49:03.000
3284,TIDEWATER DRIVE & WILLOW WOOD DRIVE                                                                                                                                                                     ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12137965.99996340   ,3490216.25013873    ,2012-10-29 04:51:56.000,10/29/2012,2012-10-29 04:51:56.000
3289,1000 BLOCK OF 49TH STREET                                                                                                                                                                               ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12126186.98390960   ,3490199.01702794    ,2012-10-29 05:47:20.000,10/29/2012,2012-10-29 05:47:20.000
3290,E 22ND STREET & MONTICELLO AVENUE                                                                                                                                                                       ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12131167.99993080   ,3483071.12490527    ,2012-10-29 05:52:46.000,10/29/2012,2012-10-29 05:52:46.000
3293,400 BLOCK OF W OCEAN VIEW AVENUE                                                                                                                                                                        ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12136682.08944970   ,3516949.73282884    ,2012-10-29 07:00:00.000,10/29/2012,2012-10-29 07:00:00.000
3294,SAINT PAULS BOULEVARD & UNION STREET                                                                                                                                                                    ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12130342.99995050   ,3474525.74995303    ,2012-10-29 07:18:46.000,10/29/2012,2012-10-29 07:18:46.000
3295,1300 BLOCK OF UPPER BRANDON PLACE                                                                                                                                                                       ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12124581.83816120   ,3493587.64312911    ,2012-10-29 07:23:44.000,10/29/2012,2012-10-29 07:23:44.000
3296,1300 BLOCK OF SURREY CRESCENT                                                                                                                                                                           ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12124739.42375600   ,3493798.69905901    ,2012-10-29 07:24:28.000,10/29/2012,2012-10-29 07:24:28.000
3298,E LITTLE CREEK ROAD & TIDEWATER DRIVE                                                                                                                                                                   ,Sandy (10/28/2012)                                                                                  ,Flooded underpass                                 ,12139462.00005560   ,3500846.50005258    ,2012-10-29 07:29:23.000,10/29/2012,2012-10-29 07:29:23.000
3300,300 BLOCK OF E LITTLE CREEK ROAD                                                                                                                                                                        ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12136613.53335050   ,3501468.00149299    ,2012-10-29 07:34:45.000,10/29/2012,2012-10-29 07:34:45.000
3301,SAINT PAULS BOULEVARD & WATERSIDE DRIVE                                                                                                                                                                 ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12130230.00003180   ,3474433.12498047    ,2012-10-29 07:39:59.000,10/29/2012,2012-10-29 07:39:59.000
3302,E PRINCESS ANNE ROAD & MONTICELLO AVENUE                                                                                                                                                                ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12130363.00012540   ,3480389.25010146    ,2012-10-29 07:41:46.000,10/29/2012,2012-10-29 07:41:46.000
3303,9500 BLOCK OF SHORE DRIVE                                                                                                                                                                               ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12157741.00005810   ,3505422.12494339    ,2012-10-29 07:47:00.000,10/29/2012,2012-10-29 07:47:00.000
3305,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE                                                                                                                                                            ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12134007.99991830   ,3478239.25001462    ,2012-10-29 07:58:17.000,10/29/2012,2012-10-29 07:58:17.000
3306,2500 BLOCK OF E OCEAN VIEW AVENUE                                                                                                                                                                       ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12152027.49438020   ,3507791.10580848    ,2012-10-29 07:58:46.000,10/29/2012,2012-10-29 07:58:46.000
3310,6TH BAY STREET & PRETTY LAKE AVENUE                                                                                                                                                                     ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12151911.00002970   ,3506815.50013283    ,2012-10-29 08:11:53.000,10/29/2012,2012-10-29 08:11:53.000
3311,DUKE STREET & W BRAMBLETON AVENUE                                                                                                                                                                       ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12128896.00006670   ,3478030.24997978    ,2012-10-29 08:18:11.000,10/29/2012,2012-10-29 08:18:11.000
3312,BOTETOURT STREET & W BRAMBLETON AVENUE                                                                                                                                                                  ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12127697.99993840   ,3477771.50003672    ,2012-10-29 08:47:47.000,10/29/2012,2012-10-29 08:47:47.000
3313,COLLEGE PLACE & YARMOUTH STREET                                                                                                                                                                         ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12128351.99993310   ,3476873.74991562    ,2012-10-29 09:07:14.000,10/29/2012,2012-10-29 09:07:14.000
3318,ALEXANDER STREET & STRAND STREET                                                                                                                                                                        ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12144692.99994130   ,3492905.49990088    ,2012-10-29 09:37:49.000,10/29/2012,2012-10-29 09:37:49.000
3321,COLLEY AVENUE & W BRAMBLETON AVENUE                                                                                                                                                                     ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12125639.99999560   ,3479549.12496139    ,2012-10-29 10:08:12.000,10/29/2012,2012-10-29 10:08:12.000
3322,E BRAMBLETON AVENUE & TIDEWATER DRIVE                                                                                                                                                                   ,Sandy (10/28/2012)                                                                                  ,Flooded underpass                                 ,12133519.87141630   ,3476715.99997509    ,2012-10-29 10:10:37.000,10/29/2012,2012-10-29 10:10:37.000
3323,E CITY HALL AVENUE & TIDEWATER DRIVE                                                                                                                                                                    ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12132506.99993960   ,3474795.99985512    ,2012-10-29 10:10:54.000,10/29/2012,2012-10-29 10:10:54.000
3324,HAMPTON BOULEVARD & NORTH SHORE ROAD                                                                                                                                                                    ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12124332.00000620   ,3498782.99995156    ,2012-10-29 10:11:57.000,10/29/2012,2012-10-29 10:11:57.000
3325,7200 BLOCK OF NEWPORT AVENUE                                                                                                                                                                            ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12132014.76401170   ,3497959.16431008    ,2012-10-29 10:15:30.000,10/29/2012,2012-10-29 10:15:30.000
3326,300 BLOCK OF YARMOUTH STREET                                                                                                                                                                            ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12128479.00006860   ,3477047.75011620    ,2012-10-29 10:21:32.000,10/29/2012,2012-10-29 10:21:32.000
3327,5600 BLOCK OF TIDEWATER DRIVE                                                                                                                                                                           ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12138323.96813330   ,3491544.91468459    ,2012-10-29 10:29:05.000,10/29/2012,2012-10-29 10:29:05.000
3329,1145 BOLLING AVENUE                                                                                                                                                                                     ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12125565.00010      ,3491202.25003       ,2012-10-29 10:55:24.000,10/29/2012,2012-10-29 10:55:24.000
3330,DELAWARE AVENUE & GRANBY STREET                                                                                                                                                                         ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12131653.99999760   ,3488612.75012872    ,2012-10-29 10:58:10.000,10/29/2012,2012-10-29 10:58:10.000
3331,HARBOUR STREET & W TAZEWELL STREET                                                                                                                                                                      ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12128336.00004480   ,3476557.25012019    ,2012-10-29 10:59:17.000,10/29/2012,2012-10-29 10:59:17.000
3332,200 BLOCK OF BROOKE AVENUE                                                                                                                                                                              ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12128480.20152290   ,3476183.69756591    ,2012-10-29 10:59:36.000,10/29/2012,2012-10-29 10:59:36.000
3333,9600 BLOCK OF 3RD BAY STREET                                                                                                                                                                            ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12151069.82354830   ,3507674.63221735    ,2012-10-29 11:00:47.000,10/29/2012,2012-10-29 11:00:47.000
3334,14TH VIEW STREET & W OCEAN VIEW AVENUE                                                                                                                                                                  ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12128254.50010270   ,3519131.87494180    ,2012-10-29 11:02:12.000,10/29/2012,2012-10-29 11:02:12.000
3335,700 BLOCK OF LIGON STREET                                                                                                                                                                               ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12129967.09803780   ,3470342.17115727    ,2012-10-29 11:03:12.000,10/29/2012,2012-10-29 11:03:12.000
3340,COLLEY AVENUE & REDGATE AVENUE                                                                                                                                                                          ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12126390.99986340   ,3481373.25015116    ,2012-10-29 11:47:48.000,10/29/2012,2012-10-29 11:47:48.000
3342,E BERKLEY AVENUE & FAUQUIER STREET                                                                                                                                                                      ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12132601.99998400   ,3469944.12494684    ,2012-10-29 11:53:25.000,10/29/2012,2012-10-29 11:53:25.000
3343,NORVIEW AVENUE & TIDEWATER DRIVE                                                                                                                                                                        ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12138501.00008120   ,3492019.75001054    ,2012-10-29 11:58:35.000,10/29/2012,2012-10-29 11:58:35.000
3345,500 BLOCK OF E INDIAN RIVER ROAD                                                                                                                                                                        ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12134802.79424330   ,3470556.80133288    ,2012-10-29 12:01:54.000,10/29/2012,2012-10-29 12:01:54.000
3346,1600 BLOCK OF CHURCH STREET                                                                                                                                                                             ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12132715.15858690   ,3481387.51709567    ,2012-10-29 12:04:41.000,10/29/2012,2012-10-29 12:04:41.000
3347,GILES CIRCLE & NORVIEW AVENUE                                                                                                                                                                           ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12141305.99991980   ,3491344.00006942    ,2012-10-29 12:05:20.000,10/29/2012,2012-10-29 12:05:20.000
3348,300 BLOCK OF W BRAMBLETON AVENUE                                                                                                                                                                        ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12128061.31319960   ,3477862.99629182    ,2012-10-29 12:06:41.000,10/29/2012,2012-10-29 12:06:41.000
3349,8TH BAY STREET & E OCEAN VIEW AVENUE                                                                                                                                                                    ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12152851.00007200   ,3507550.25005518    ,2012-10-29 12:07:20.000,10/29/2012,2012-10-29 12:07:20.000
3350,1300 BLOCK OF E BRAMBLETON AVENUE                                                                                                                                                                       ,Sandy (10/28/2012)                                                                                  ,Flooded underpass                                 ,12134435.76684590   ,3475963.47585900    ,2012-10-29 12:07:52.000,10/29/2012,2012-10-29 12:07:52.000
3351,E VIRGINIA BEACH BOULEVARD & GRANBY STREET                                                                                                                                                              ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12129949.00002780   ,3479428.50002706    ,2012-10-29 12:23:47.000,10/29/2012,2012-10-29 12:23:47.000
3354,5200 BLOCK OF NORVELLA AVENUE                                                                                                                                                                           ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12147515.08191280   ,3491858.91933349    ,2012-10-29 12:46:43.000,10/29/2012,2012-10-29 12:46:43.000
3358,SHIRLEY AVENUE & LLEWELLYN AVENUE                                                                                                                                                                       ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12129725.00001900   ,3481565.87505461    ,2012-10-29 13:44:15.000,10/29/2012,2012-10-29 13:44:15.000
3359,2800 BLOCK OF E PRINCESS ANNE ROAD                                                                                                                                                                      ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12140058.47587850   ,3479454.30506824    ,2012-10-29 13:45:25.000,10/29/2012,2012-10-29 13:45:25.000
3364,300 BLOCK OF ROGERS AVENUE                                                                                                                                                                              ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12122515.99994650   ,3505576.87498349    ,2012-10-29 14:23:20.000,10/29/2012,2012-10-29 14:23:20.000
3369,HAMPTON BOULEVARD & JAMESTOWN CRESCENT                                                                                                                                                                  ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12125332.99985860   ,3493945.99998859    ,2012-10-29 14:37:56.000,10/29/2012,2012-10-29 14:37:56.000
3371,E BAYVIEW BOULEVARD & WILLOW TERRACE                                                                                                                                                                    ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12144993.99996290   ,3507792.50015277    ,2012-10-29 14:39:35.000,10/29/2012,2012-10-29 14:39:35.000
3373,1156 LAND STREET                                                                                                                                                                                        ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12159214.99990      ,3480266.00004       ,2012-10-29 14:40:13.000,10/29/2012,2012-10-29 14:40:13.000
3375,COMSTOCK STREET & WESTMINSTER AVENUE                                                                                                                                                                    ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12144964.99992950   ,3473874.75001605    ,2012-10-29 14:40:46.000,10/29/2012,2012-10-29 14:40:46.000
3379,E VIRGINIA BEACH BOULEVARD & HANSON AVENUE                                                                                                                                                              ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12135243.70828370   ,3477788.25693788    ,2012-10-29 15:35:15.000,10/29/2012,2012-10-29 15:35:15.000
3380,COLLEY AVENUE & RALEIGH AVENUE                                                                                                                                                                          ,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,12126548.99986120   ,3480869.75001001    ,2012-10-29 16:57:19.000,10/29/2012,2012-10-29 16:57:19.000
3806,GRANBY STREET & LLEWELLYN AVENUE                                                                                                                                                                        ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12131873.00011980   ,3490069.74994274    ,2013-10-08 11:20:04.000,10/8/2013 ,2013-10-08 11:20:04.000
3807,800 BLOCK OF 51ST STREET                                                                                                                                                                                ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12127292.97068320   ,3490767.44334942    ,2013-10-08 11:20:45.000,10/8/2013 ,2013-10-08 11:20:45.000
3808,BOTETOURT STREET & MOWBRAY ARCH                                                                                                                                                                         ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12127692.00013760   ,3478463.24986611    ,2013-10-08 12:28:34.000,10/8/2013 ,2013-10-08 12:28:34.000
3809,MAYFLOWER ROAD & VIRGINIA AVENUE                                                                                                                                                                        ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12129302.99997730   ,3488245.74993885    ,2013-10-09 12:30:50.000,10/9/2013 ,2013-10-09 12:30:50.000
3810,600 BLOCK OF TIDEWATER DRIVE                                                                                                                                                                            ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12133415.13860190   ,3476251.74395722    ,2013-10-09 12:42:17.000,10/9/2013 ,2013-10-09 12:42:17.000
3811,20TH BAY STREET & PLEASANT AVENUE                                                                                                                                                                       ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12156801.99993020   ,3505886.75014955    ,2013-10-09 15:07:13.000,10/9/2013 ,2013-10-09 15:07:13.000
3812,9600 BLOCK OF 1ST BAY STREET                                                                                                                                                                            ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12150435.65930410   ,3507952.51169580    ,2013-10-09 15:12:11.000,10/9/2013 ,2013-10-09 15:12:11.000
3813,9600 BLOCK OF 2ND BAY STREET                                                                                                                                                                            ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12150773.89843030   ,3507876.93394244    ,2013-10-09 15:12:36.000,10/9/2013 ,2013-10-09 15:12:36.000
3814,9600 BLOCK OF 3RD BAY STREET                                                                                                                                                                            ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12151069.82354830   ,3507674.63221735    ,2013-10-09 15:13:06.000,10/9/2013 ,2013-10-09 15:13:06.000
3815,9600 BLOCK OF 4TH BAY STREET                                                                                                                                                                            ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12151398.65501830   ,3507490.27838929    ,2013-10-09 15:14:12.000,10/9/2013 ,2013-10-09 15:14:12.000
3816,9600 BLOCK OF 5TH BAY STREET                                                                                                                                                                            ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12151652.00002940   ,3507135.87502898    ,2013-10-09 15:14:46.000,10/9/2013 ,2013-10-09 15:14:46.000
3817,9500 BLOCK OF 7TH BAY STREET                                                                                                                                                                            ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12152198.54634320   ,3506552.71042872    ,2013-10-09 15:15:42.000,10/9/2013 ,2013-10-09 15:15:42.000
3818,9600 BLOCK OF 7TH BAY STREET                                                                                                                                                                            ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12152430.74571280   ,3507331.20691989    ,2013-10-09 15:16:10.000,10/9/2013 ,2013-10-09 15:16:10.000
3819,MAGNOLIA AVENUE & HAMPTON BOULEVARD                                                                                                                                                                     ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12125298.49998150   ,3492868.74998053    ,2013-10-09 15:56:29.000,10/9/2013 ,2013-10-09 15:56:29.000
3820,E VIRGINIA BEACH BOULEVARD & GRANBY STREET                                                                                                                                                              ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12129949.00002780   ,3479428.50002706    ,2013-10-09 15:57:43.000,10/9/2013 ,2013-10-09 15:57:43.000
3821,4TH VIEW STREET & W OCEAN VIEW AVENUE                                                                                                                                                                   ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12137041.99996660   ,3516670.00001742    ,2013-10-09 15:58:10.000,10/9/2013 ,2013-10-09 15:58:10.000
3823,BEAUMONT STREET & MODOC AVENUE                                                                                                                                                                          ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12146052.99988210   ,3508493.25015523    ,2013-10-09 15:59:02.000,10/9/2013 ,2013-10-09 15:59:02.000
3824,SHORE DRIVE & PLEASANT AVENUE                                                                                                                                                                           ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12157710.99995300   ,3505749.87495515    ,2013-10-09 15:59:49.000,10/9/2013 ,2013-10-09 15:59:49.000
3825,9600 BLOCK OF 8TH BAY STREET                                                                                                                                                                            ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12152756.40562360   ,3507235.55122226    ,2013-10-09 16:00:47.000,10/9/2013 ,2013-10-09 16:00:47.000
3826,9600 BLOCK OF 9TH BAY STREET                                                                                                                                                                            ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12153092.97148950   ,3507136.88359314    ,2013-10-09 16:01:23.000,10/9/2013 ,2013-10-09 16:01:23.000
3827,9600 BLOCK OF 10TH BAY STREET                                                                                                                                                                           ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12153421.31526920   ,3507041.30645123    ,2013-10-09 16:01:41.000,10/9/2013 ,2013-10-09 16:01:41.000
3828,9600 BLOCK OF 11TH BAY STREET                                                                                                                                                                           ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12153752.32247300   ,3506943.25822488    ,2013-10-09 16:01:57.000,10/9/2013 ,2013-10-09 16:01:57.000
3829,9600 BLOCK OF 13TH BAY STREET                                                                                                                                                                           ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12154411.30340320   ,3506748.53622198    ,2013-10-09 16:03:01.000,10/9/2013 ,2013-10-09 16:03:01.000
3830,9600 BLOCK OF 14TH BAY STREET                                                                                                                                                                           ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12154771.08582480   ,3506642.09999098    ,2013-10-09 16:03:25.000,10/9/2013 ,2013-10-09 16:03:25.000
3831,9600 BLOCK OF 15TH BAY STREET                                                                                                                                                                           ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12155117.44905880   ,3506544.47709782    ,2013-10-09 16:03:43.000,10/9/2013 ,2013-10-09 16:03:43.000
3832,9600 BLOCK OF 17TH BAY STREET                                                                                                                                                                           ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12155791.31743720   ,3506389.88621365    ,2013-10-09 16:04:29.000,10/9/2013 ,2013-10-09 16:04:29.000
3833,9600 BLOCK OF 18TH BAY STREET                                                                                                                                                                           ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12156147.00002110   ,3506323.75000794    ,2013-10-09 16:04:47.000,10/9/2013 ,2013-10-09 16:04:47.000
3834,9600 BLOCK OF 19TH BAY STREET                                                                                                                                                                           ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12156515.19246500   ,3506271.60426839    ,2013-10-09 16:05:02.000,10/9/2013 ,2013-10-09 16:05:02.000
3835,9600 BLOCK OF 20TH BAY STREET                                                                                                                                                                           ,Heavy Rain (10/9/2013)                                                                              ,Flooded street                                    ,12156849.48037240   ,3506200.25303265    ,2013-10-09 16:05:22.000,10/9/2013 ,2013-10-09 16:05:22.000
