BERKLEY AVENUE EX & CAMPOSTELLA ROAD,1
3600 BLOCK OF SEWELLS POINT ROAD,1
QUEENS WAY & SHIRLEY AVENUE,1
1200 BLOCK OF GOFF STREET,1
600 BLOCK OF RESERVOIR AVENUE,1
7800 BLOCK OF HAMPTON BOULEVARD,1
4000 HEUTTE DRIVE,1
1517 SHIPP AVENUE,1
SOUTH MOWBRAY ARCH & YARMOUTH STREET,1
TIDEWATER DRIVE & I-264W HIGHWAY,1
9600 BLOCK OF 2ND BAY STREET,1
1742 BANNING ROAD,1
5300 BLOCK OF WYNGATE DRIVE,1
EVELYN T BUTTS AVENUE & AVENUE J,1
3741 LAFAYETTE BOULEVARD,1
7000 BLOCK OF GARDNER DRIVE,1
1800 BLOCK OF E BRAMBLETON AVENUE,1
BOTETOURT STREET & MOWBRAY ARCH,1
2800 BLOCK OF E VIRGINIA BEACH BOULEVARD,1
900 BLOCK OF MERRIMAC AVENUE,1
300 BLOCK OF S NEWTOWN ROAD,1
1100 BLOCK OF EASTOVER ROAD,1
36TH STREET & COLONIAL AVENUE,1
MAGNOLIA AVENUE & JAMESTOWN CRESCENT,1
900 BLOCK OF BOTETOURT GARDENS,1
1700 BLOCK OF MONTICELLO AVENUE,1
4000 BLOCK OF PLEASANT AVENUE,1
7200 BLOCK OF NEWPORT AVENUE,1
3243 DUNKIRK AVENUE,1
200 BLOCK OF FILBERT STREET,1
7945 RANSOM ROAD,1
11TH BAY STREET & PRETTY LAKE AVENUE,1
2500 BLOCK OF E OCEAN VIEW AVENUE,1
1300 BLOCK OF LLEWELLYN AVENUE,1
1029 PHILPOTTS ROAD,1
6000 BLOCK OF SOUTH RIVER ROAD,1
425 PLEASANT POINT DRIVE,1
1700 BLOCK OF FONTAINEBLEAU CRESCENT,1
51ST STREET & KILLAM AVENUE,1
6400 BLOCK OF AZALEA GARDEN ROAD,1
CHESAPEAKE BOULEVARD & JOHNSTONS ROAD,1
AZALEA GARDEN ROAD & LEAFWOOD DRIVE,1
1234 RICHMOND CRESCENT,1
COLLEY AVENUE & W 26TH STREET,1
10TH BAY STREET & PRETTY LAKE AVENUE,1
DUNMORE STREET & YORK STREET,1
1540 MILTATE AVENUE,1
CECELIA STREET & E OLNEY ROAD,1
I-64E HIGHWAY & KEMPSVILLE ROAD,1
6455 KNOX ROAD,1
1600 BLOCK OF E OCEAN VIEW AVENUE,1
1332 HILLSIDE AVENUE,1
313 E LITTLE CREEK ROAD,1
107 AMARILLO AVENUE,1
CHESAPEAKE BOULEVARD & AVENUE J,1
2700 BLOCK OF PLEASANT AVENUE,1
CHESAPEAKE BOULEVARD & E LITTLE CREEK ROAD,1
8014 WOODALL ROAD,1
1600 BLOCK OF CHURCH STREET,1
1347 CORNWALL PLACE,1
GLENDALE AVENUE & HAMPTON BOULEVARD,1
GOFF STREET & OKEEFE STREET,1
8100 BLOCK OF SHORE DRIVE,1
4TH VIEW STREET & I-64W HIGHWAY,1
6500 BLOCK OF CHESAPEAKE BOULEVARD,1
1200 BLOCK OF SURREY CRESCENT,1
6200 BLOCK OF ALEXANDER STREET,1
8500 BLOCK OF GRANBY STREET,1
3829 WEDGEFIELD AVENUE,1
9519 17TH BAY STREET,1
BLOW STREET & GRAYDON AVENUE,1
19TH BAY STREET & PRETTY LAKE AVENUE,1
W PRINCESS ANNE ROAD & STOCKLEY GARDENS,1
115 W LITTLE CREEK ROAD,1
MAGAZINE LANE & W OLNEY ROAD,1
1900 BLOCK OF E OCEAN VIEW AVENUE,1
E BAYVIEW BOULEVARD & STURGIS ROAD,1
9600 BLOCK OF 1ST BAY STREET,1
145 N ABILENE AVENUE,1
8711 SEMMES AVENUE,1
8711 CHESAPEAKE BOULEVARD,1
1040 W OCEAN VIEW AVENUE,1
300 BLOCK OF YARMOUTH STREET,1
700 BLOCK OF TIDEWATER DRIVE,1
55 RADER STREET,1
2418 ARKANSAS AVENUE,1
900 BLOCK OF NORFOLK SQUARE,1
W OLNEY ROAD & W WILSON AVENUE,1
851 NORVIEW AVENUE,1
3507 POMROY AVENUE,1
7712 HAMPTON BOULEVARD,1
HAMPTON BOULEVARD & ROCKBRIDGE AVENUE,1
1629 COLON AVENUE,1
MONTICELLO AVENUE & E 24TH STREET,1
6TH BAY STREET & E OCEAN VIEW AVENUE,1
9600 BLOCK OF 16TH BAY STREET,1
5207 TEXAS AVENUE,1
2312 FAIRBANKS AVENUE,1
E OLNEY ROAD & MALTBY CRESCENT,1
100 BLOCK OF FILBERT STREET,1
500 BLOCK OF W OCEAN VIEW AVENUE,1
4002 GRANBY STREET,1
BEDFORD AVENUE & HAMPTON BOULEVARD,1
508 MOWBRAY ARCH,1
SAINT PAULS BOULEVARD & WATERSIDE DRIVE,1
2634 MARLBORO AVENUE,1
600 BLOCK OF MOWBRAY ARCH,1
1053 DUBOSE DRIVE,1
925 TIFTON STREET,1
1100 BLOCK OF COLLEY AVENUE,1
1145 BOLLING AVENUE,1
E BRAMBLETON AVENUE & I-264E HIGHWAY,1
1300 BLOCK OF VIRGILINA AVENUE,1
CAMPOSTELLA ROAD & I-264E HIGHWAY,1
COLONIAL AVENUE & NEW HAMPSHIRE AVENUE,1
43RD STREET & POWHATAN AVENUE,1
GRANBY STREET & TIDEWATER DRIVE,1
TIDEWATER DRIVE & CENTRAL BUSINESS PARK DRIVE,1
BALDWIN AVENUE & STOCKLEY GARDENS,1
243 GREENBRIER AVENUE,1
LEAD STREET & E PRINCESS ANNE ROAD,1
LENS AVENUE & SHOOP AVENUE,1
6200 BLOCK OF ROLFE AVENUE,1
1000 BLOCK OF CRAIG STREET,1
700 BLOCK OF MEMORIAL PLACE,1
901 MAGNOLIA AVENUE,1
48TH STREET & POWHATAN AVENUE,1
9500 BLOCK OF 5TH BAY STREET,1
100 BLOCK OF E WESTMONT AVENUE,1
ROBIN HOOD ROAD & SHERWOOD FOREST LANE,1
8000 HAMPTON BOULEVARD,1
700 BLOCK OF SPOTSWOOD AVENUE,1
RICHMOND PLACE & MANCHESTER AVENUE,1
2800 BLOCK OF E PRINCESS ANNE ROAD,1
9600 BLOCK OF 14TH BAY STREET,1
6345 EDWARD STREET,1
9500 BLOCK OF 15TH BAY STREET,1
MAY AVENUE & TIDEWATER DRIVE,1
6TH BAY STREET & PRETTY LAKE AVENUE,1
200 BATTERSEA ROAD,1
ARCADIA STREET & SCOTT STREET,1
18TH BAY STREET & PLEASANT AVENUE,1
52ND STREET & COLLEY AVENUE,1
1000 BLOCK OF PARK AVENUE,1
8700 BLOCK OF HAMPTON BOULEVARD,1
GRANBY STREET & E WESTMONT AVENUE,1
E CHARLOTTE STREET & FENCHURCH STREET,1
REDMON ROAD & SIMMS ROAD,1
6900 BLOCK OF CHIRONNA PLACE,1
4700 BLOCK OF MAYFLOWER ROAD,1
3486 JOHNS STREET,1
RABY ROAD & SABRE ROAD,1
MASSACHUSETTS AVENUE & MAYFLOWER ROAD,1
1500 BLOCK OF CHELA AVENUE,1
2312 PALMYRA STREET,1
1600 BLOCK OF LAFAYETTE BOULEVARD,1
HOLT STREET & REILLY STREET,1
533 BEECHWOOD AVENUE,1
AZALEA GARDEN ROAD & E LITTLE CREEK ROAD,1
1100 BLOCK OF CHARLESTON STREET,1
VILLA CIRCLE & E 26TH STREET,1
400 BLOCK OF E LITTLE CREEK ROAD,1
